x,y,z
37.454011884736246,96.95846277645586,-26.52996815279971
95.07143064099162,77.51328233611146,-14.314166042075035
73.1993941811405,93.9498941564189,-27.716305877474625
59.86584841970366,89.48273504276489,74.97779268572775
15.601864044243651,59.78999788110851,-86.22858153396076
15.599452033620265,92.18742350231169,-68.1524636273191
5.8083612168199465,8.84925020519195,-91.69683637897242
86.61761457749351,19.59828624191452,74.63243652284692
60.11150117432088,4.522728891053807,-55.73107824811758
70.80725777960456,32.53303307632643,57.806383940122764
2.0584494295802447,38.8677289689482,94.01557428050819
96.99098521619943,27.134903177389592,18.32076608543145
83.24426408004217,82.87375091519293,-94.064944231289
21.233911067827616,35.67533266935893,-62.54107489237251
18.182496720710063,28.093450968738075,88.82086449603929
18.34045098534338,54.26960831582485,67.15186141126928
30.42422429595377,14.092422497476264,85.62588658434697
52.475643163223786,80.21969807540397,99.91945686704898
43.194501864211574,7.455064367977082,-14.861807500832343
29.122914019804192,98.68869366005173,70.07740440674
61.18528947223795,77.22447692966574,-90.69783095858077
13.949386065204184,19.87156815341724,-75.38153171145348
29.214464853521815,0.5522117123602399,-81.07015762788336
36.63618432936917,81.54614284548342,99.05621935543707
45.606998421703594,70.68573438476172,64.51630167190989
78.51759613930136,72.90071680409874,32.2534892009302
19.967378215835975,77.12703466859458,-90.44015693726988
51.42344384136116,7.4044651734090365,99.31030635115957
59.24145688620425,35.84657285442726,12.71396385187568
4.645041271999773,11.586905952512971,-8.297434442341416
60.75448519014384,86.31034258755935,-95.36651228355477
17.052412368729154,62.329812682755794,97.63955252175329
6.505159298527952,33.08980248526492,74.08602307739565
94.88855372533332,6.355835028602364,75.3519670062505
96.56320330745594,31.09823217156622,79.33688016944876
80.83973481164611,32.518332202674706,-73.76713499429299
30.46137691733707,72.96061783380641,-50.067693054714
9.767211400638388,63.75574713552131,99.53074882455256
68.42330265121569,88.72127425763266,-87.0498501012357
44.01524937396013,47.22149251619493,98.85769652491834
12.203823484477883,11.959424593830171,-98.16457150637325
49.51769101112702,71.3244787222995,-90.70087251167564
3.4388521115218396,76.07850486168974,68.74427403826009
90.9320402078782,56.127719756949624,4.535349871291197
25.87799816000169,77.0967179954561,-34.99533178991403
66.2522284353982,49.379559636439076,81.25308568843262
31.171107608941096,52.27328293819941,-92.12714662505495
52.00680211778108,42.75410183585496,-97.60061153594063
54.67102793432797,2.541912674409519,-96.94586131793223
18.485445552552704,10.789142699330444,55.42600578660133
